,max_temp,fit,diff%
1997-12-18,3.7558825,1.9999399212667193,0.877997664661485
1997-12-24,5.81479,3.2508016228352306,0.7887248890205253
1997-12-25,9.054201,6.438069766383929,0.40635337215118533
1997-12-30,1.8617648,1.2592490578920401,0.47847225055239245
1997-12-31,3.9604197,2.4873336396394183,0.5922349908073942
1998-01-07,6.663865,4.595273228605493,0.450156445091026
1998-01-23,-0.67647046,-2.004595544469934,0.6625401765589508
1998-01-28,-0.7393278,-1.5498190407582335,0.522958636518456
1998-02-02,-0.14210084,-0.9033472770575202,0.8426952242886842
1998-02-05,1.905126,1.078978973709619,0.7656747925854802
1998-02-09,6.6915126,3.4963712956911017,0.9138449606118327
1998-02-24,6.192774,2.904967562068977,1.1317875971596414
1998-03-02,5.45395,3.6703873127183106,0.48593308106344335
1998-03-03,10.327395,5.96099514703461,0.7324951932372354
1998-03-25,3.1721003,0.5794033342777212,4.474770540476026
1998-03-26,7.390083,3.9379281000960624,0.8766423988215651
1998-03-28,13.934035,9.430642449937235,0.47752768437332005
1998-04-14,3.7956305,0.9892653068960193,2.836817513520713
1998-04-19,4.9731097,2.8046699200931346,0.7731532992560882
1998-04-20,11.206555,5.550645113876898,1.0189644872988093
1998-04-29,10.509998,5.6397916658246245,0.8635437165561468
1998-05-07,15.7596655,10.668244823696076,0.47725007718155726
1998-05-30,17.938906,12.651694609280362,0.4179053691972384
1998-06-13,11.752353,7.338918103892508,0.6013740101971178
1998-10-05,10.068738,7.125134314348953,0.41312956914042775
1998-10-09,11.118488,7.8536043447322115,0.41571790781964724
1998-10-27,8.760335,6.22384084114275,0.40754482515951074
1998-10-28,13.616386,9.147439679998147,0.48854618231021524
1998-10-31,6.3436136,4.376367044844061,0.4495159020188605
1998-11-23,-1.9364704,-3.938550562749663,0.5083291788402938
1998-11-24,-0.17890756,-0.9112332404920789,0.803664363445148
1998-11-27,0.52974784,0.05132876029102995,9.3206826102704
1998-12-01,-0.026386555,-0.7731982113739093,0.9658734915625645
1998-12-09,-1.149496,-2.669205449293367,0.5693490137350672
1998-12-10,1.3839496,-0.22629425214886822,7.115708305761961
1998-12-13,7.9223537,4.1703193447337075,0.8996995408783764
1998-12-23,0.6147899,-1.4206307602396215,1.4327584058930356
1998-12-26,4.4989076,0.8656358631783068,4.197228716416819
1999-01-04,7.7443695,5.212565686793608,0.48571163840809284
1999-01-13,-1.4045378,-2.3627555058634044,0.40555093682410776
1999-01-14,1.1895798,-0.5777275943954088,3.059067034386139
1999-01-15,3.1931934,2.012686462014397,0.5865329726881743
1999-01-25,6.082521,4.151975336270531,0.4649703982165358
1999-01-28,1.949916,0.49013135324822343,2.9783539498381404
1999-02-02,0.5563865,-2.5273611001950798,1.2201452221258497
1999-02-03,2.5916808,1.5930907422052538,0.6268255765295668
1999-02-07,-0.4094958,-0.9348966837818828,0.5619881770496212
1999-02-09,-1.9837813,-3.710455910789321,0.46535375020369674
1999-02-15,-1.1515964,-2.6445097973515956,0.5645331213682405
1999-02-16,0.86436975,-0.1994947732030603,5.332793968206223
1999-02-18,0.3811765,-0.16336751554226225,3.3332453838653087
1999-02-19,3.4468064,1.067999110941841,2.2273495319457712
1999-02-24,-0.44109246,-2.6504748861098157,0.8335798374626424
1999-02-25,1.3204203,0.43805239326792034,2.0142975714554816
1999-02-26,5.844202,2.042311752591452,1.8615621656245063
1999-03-08,2.3767226,0.4190392608039062,4.671837454262361
1999-03-09,7.335799,3.1239044738202253,1.348278981864374
1999-03-21,6.472184,3.8028616366132297,0.7019247081987992
1999-03-24,10.762353,3.4874856973784505,2.085991994608176
1999-03-29,6.279075,3.4257477984522398,0.8329064236889637
1999-04-09,8.962018,5.742193314127992,0.560730808374301
1999-04-14,8.326051,5.316834858199988,0.5659788164232352
1999-04-17,4.476723,1.1324951916839687,2.952973246151828
1999-04-20,7.6763864,4.738075049645284,0.6201487473121501
1999-04-25,12.14664,7.606964931041942,0.5967787329144192
1999-05-09,16.336721,10.97843585498462,0.4880736778974398
1999-06-23,16.825378,10.861476342836283,0.549087608984756
1999-11-12,4.1146216,2.2622255776951548,0.8188379089250016
1999-11-23,-0.94033617,-2.8294701954743555,0.6676635190162511
1999-11-24,1.2109245,0.009787091520951918,122.7266969042976
1999-12-06,0.8194957,0.23572652667962402,2.476467792959826
1999-12-07,6.252354,1.4391084923694866,3.344602355000749
1999-12-11,4.396722,2.0325130641712725,1.1631948730905128
1999-12-14,1.7272269,1.183563231657093,0.45934480488414337
1999-12-17,-1.6793276,-3.5676469686767653,0.5292898591427317
1999-12-18,3.9293277,-0.7236710035696667,6.429715584819428
1999-12-22,-0.745126,-2.11748329995779,0.6481077281684913
1999-12-23,2.197395,0.13727245507136487,15.00754561536818
2000-01-01,0.19521005,-1.0981077481398316,1.1777694901501912
2000-01-02,1.6785712,1.0021283494803779,0.6750062255827977
2000-01-14,0.3552941,0.029690567518496636,10.966565077257851
2000-01-17,2.0437815,-1.3418815338660117,2.523071498754398
2000-01-26,-3.5268905,-6.146922815068937,0.4262347808182826
2000-01-27,-0.9426892,-2.374558704233454,0.6030044746025932
2000-01-29,3.543193,0.5694396138663027,5.222245547382715
2000-02-05,8.384201,5.358685850885798,0.5646002178722174
2000-02-13,2.7133615,1.843676602776359,0.471712282733167
2000-02-18,2.635966,-1.6390376698903335,2.6082400734097506
2000-02-21,-0.26126048,-0.6354691498995191,0.5888699243229114
2000-02-22,1.8023528,0.41213931385448355,3.3731639411146186
2000-02-24,3.6874793,2.449118345630243,0.5056353908592776
2000-02-25,7.178151,4.279740893659533,0.6772396528282242
2000-03-03,5.173024,1.65251275628348,2.1303989381512913
2000-03-06,6.3971424,1.4911776972543116,3.289993353613929
2000-03-09,12.760673,8.877065961224494,0.4374876366824594
2000-03-28,4.4725213,2.7558934312644823,0.6228934161043044
2000-03-31,7.1359653,3.465893672080405,1.0589106367497625
2000-04-02,8.789412,5.2085452436393425,0.6874983577292343
2000-04-07,8.134454,4.612411270384682,0.7636011397613531
2000-04-14,11.945968,7.194498848614435,0.6604308271667881
2000-04-19,9.857816,7.0110078056127785,0.4060483194157676
2000-04-20,14.848655,10.264199603913958,0.44664516669640447
2000-04-25,14.976723,8.024285741251202,0.8664244021487055
2000-04-30,15.894033,10.432952907147069,0.5234453345532373
2000-06-01,19.757729,13.759281108796532,0.43595645880283085
2000-09-01,18.761343,13.11015494124306,0.4310542542329747
2000-11-19,4.095294,2.3545686227271325,0.739296939230834
2000-11-28,9.356553,4.661383182341701,1.0072482161823435
2000-12-19,5.715882,3.056884747705541,0.8698388379816009
2001-01-01,2.7215126,-0.8341007375160814,4.262810394078544
2001-01-05,5.2657976,3.084577828356971,0.707137218792805
2001-01-10,1.8839494,0.8379295155820721,1.2483387492153808
2001-01-11,3.8763022,2.5579127817145455,0.5154161119132462
2001-01-20,0.8838656,0.5457117810911924,0.6196564294370459
2001-01-22,4.0793276,0.8972700553888533,3.546376599568025
2001-02-03,2.1045377,-0.8856633589951386,3.3762276084633194
2001-02-04,7.1388235,3.019904012409972,1.3639239790006827
2001-02-06,9.27,6.384193809493651,0.45202365942880157
2001-02-11,7.9244533,4.369993720635337,0.8133786373867598
2001-02-18,4.1013446,1.4664338722909527,1.796815228368484
2001-02-21,4.3574786,2.124295385566846,1.0512583364008383
2001-02-27,0.041176412,-2.5365140842244625,1.0162334648605595
2001-03-03,4.8808393,1.0052708519072322,3.855248054371884
2001-03-15,8.415714,4.725727624750755,0.7808293097213529
2001-03-23,15.081598,10.455244189744102,0.44249125206031964
2001-03-31,9.210756,4.186350945698574,1.2001873281416664
2001-04-06,10.724034,6.168840846494741,0.7384196766043685
2001-04-16,4.611597,2.961518438224669,0.557173172260148
2001-04-22,3.5200841,1.2994955085165998,1.7088082410559335
2001-04-23,6.010925,4.227572418908165,0.4218384028732982
2001-04-24,11.813614,6.562476665630848,0.8001761367734973
2001-06-04,12.848657,7.948085960129063,0.6165724325091811
2001-06-05,18.597982,13.276331297748577,0.40083747456423363
2001-06-12,17.37479,10.706072580730902,0.6228911265669951
2001-07-21,18.77126,11.91344712240376,0.5756362633751193
2001-11-02,9.32647,6.445889926360076,0.4468863852175012
2001-11-10,1.3323529,-0.05730652222694488,24.249585298281296
2001-11-11,3.021428,1.9806221970465874,0.5254944192389374
2001-11-15,2.1615965,0.31944924921289974,5.7666352071960505
2001-11-16,4.2168064,2.8892873011180313,0.4594624806302368
2001-11-20,3.61958,1.6558397458893417,1.1859482715202185
2001-11-25,3.0190754,0.3584515592558404,7.422547805188734
2001-11-29,3.0241177,2.1235797441235924,0.42406599826287145
2001-11-30,5.268067,3.5972036597877874,0.4644894705233179
2001-12-11,1.1642017,0.2267431034916001,4.134452684658275
2001-12-25,0.34075627,-4.196743734502581,1.0811953954938296
2001-12-28,3.2798316,-1.5299321978572902,3.1437758172985797
2002-01-02,-0.043529414,-2.330061310363062,0.9813183398020903
2002-01-05,0.033613462,-0.541376159344507,1.0620889217615053
2002-01-08,0.84084034,0.2121219221373689,2.9639483330540504
2002-01-12,2.3234453,1.1521257275694943,1.0166595229419075
2002-01-17,0.049411755,0.010452281562068677,3.727365481093081
2002-01-20,4.304706,2.3644751878917756,0.8205757111316326
2002-01-21,7.8656297,4.9532425797486095,0.5879758655800282
2002-01-26,8.4626045,6.005462316694416,0.4091512154160257
2002-02-09,8.149664,4.993768109506029,0.6319668327524808
2002-02-11,8.7290745,4.778547321860837,0.8267213632510775
2002-02-17,4.2342014,2.8318530882847845,0.4952051887123188
2002-02-22,2.5164707,1.0880428677739822,1.3128414745721366
2002-02-23,4.7827735,3.1699974520649885,0.5087625674919334
2002-02-25,4.961092,0.9836088097101978,4.043765312249442
2002-03-04,6.602269,3.3189817074521653,0.989245423632276
2002-03-25,3.0031092,1.9469367532706823,0.5424790824073276
2002-03-28,8.216218,5.824174022713073,0.4107095637335683
2002-03-31,11.114368,7.3202127793190455,0.5183122094648462
2002-04-11,9.612521,6.679328282494296,0.43914489077637764
2002-04-21,11.235629,6.579195333666807,0.7077512540525346
2002-04-30,15.663278,10.267002997870616,0.5255939468690302
2002-05-06,9.830755,6.212331250632903,0.5824583134975467
2002-05-28,11.385211,7.96135668703439,0.430059151783433
2002-07-07,20.557816,13.73254125617306,0.49701465797647976
2002-09-26,7.3445377,4.1000952514119975,0.7913090512850958
2002-10-20,10.356721,6.588099538599213,0.572034676115341
2002-10-29,11.969159,8.159436322689466,0.46691004781768236
2002-11-09,5.825042,3.315780025038502,0.7567636353884541
2002-12-05,2.2178152,1.306362554679522,0.6977026422005944
2002-12-11,-1.2021105e-08,-0.0800259121200062,0.9999998497848425
2002-12-12,1.5299159,0.6774031635566757,1.2585013049066385
2003-01-13,-2.0308402,-4.223139112901249,0.5191159693843568
2003-01-14,2.5957146,-0.9744856433119757,3.663676563022278
2003-01-27,3.670756,0.39015402481361683,8.408479390573655
2003-02-02,-0.8795797,-5.2828099251583645,0.8335015388888992
2003-02-03,0.98630255,0.3573503221871235,1.760043837573266
2003-02-08,1.0284033,-0.8152878738405764,2.2613989673623234
2003-02-19,0.1555462,-1.2122220634958119,1.1283149415768663
2003-02-20,2.1742017,1.00587704245976,1.1614985084028604
2003-03-04,6.914034,3.4934109647969507,0.9791641920870812
2003-03-09,9.625296,6.689484271452854,0.43886961213343556
2003-03-16,5.8127728,4.040676841856083,0.4385641263468122
2003-04-04,4.56,2.437406544364107,0.8708409367831561
2003-04-05,9.465547,5.141944717906194,0.8408495476446067
2003-04-08,3.7326052,-0.8467176048763765,5.408323622174245
2003-04-11,6.083866,2.0865712344483036,1.9157241406106895
2003-04-13,12.6910925,7.534390780402434,0.6844218545393836
2003-05-18,16.555378,11.698718022037319,0.4151446277292165
2003-05-23,19.89336,10.577086324724535,0.8807977478105292
2003-10-02,18.381935,12.39477010883946,0.4830396173721397
2003-10-06,8.432437,5.307546512063968,0.5887636451018196
2003-10-09,10.978401,7.759234696316472,0.4148819585640048
2003-10-25,1.4574789,-0.2954528452802503,5.933033829813955
2003-10-31,7.2126884,4.602870770105076,0.5669978164258277
2003-11-09,8.718992,4.137767801355355,1.1071729134777453
2003-11-18,8.397647,5.874000178867686,0.4296300048139409
2003-11-29,2.8407564,1.4016231782023798,1.0267618718778244
2003-12-11,4.2211766,2.621250159807186,0.6103677127133097
2003-12-17,1.197815,-0.20117260718599006,6.954165222399461
2003-12-20,5.642689,3.0829182857479163,0.8303077490388119
2003-12-24,-2.147815,-4.462266663251565,0.5186717533539568
2003-12-25,1.7237816,-1.127846251127595,2.5283834866409864
2003-12-26,4.5828576,2.6625696070591083,0.7212160751196571
2004-01-05,-1.0562185,-2.256846721767147,0.5319936907019256
2004-01-06,1.5231932,-0.17509947908957102,9.6990163996235
2004-01-11,6.4942017,3.6489896481236404,0.7797259752423951
2004-01-16,2.46042,0.24416340364470202,9.07693969095011
2004-01-20,1.6112605,-0.2994912612765912,6.3799918116634675
2004-01-23,-0.08092433,-1.2382376304104348,0.9346455557847547
2004-01-30,-1.3121009,-3.814906176918342,0.6560594608493121
2004-01-31,4.6868906,-0.2791768002226451,17.788252456414693
2004-02-01,8.374622,5.7065602763636845,0.4675429574726498
2004-02-10,2.4436135,0.8461348320032691,1.8879717945424106
2004-02-13,4.8424373,3.1303919283572226,0.5469108591283319
2004-02-20,2.9626894,-1.1290117387840262,3.624144017235931
2004-02-25,0.4878991,-2.6906979125187327,1.1813280831527109
2004-03-02,-1.2197477,-2.6653976285089698,0.5423768485805323
2004-03-03,3.413025,-0.3086495158787823,12.057930522347448
2004-03-12,3.3464706,-0.7062659012142181,5.738258761541296
2004-03-15,11.41563,7.39808720994251,0.5430516046410437
2004-03-27,2.6210086,0.8435957464243398,2.1069486133336417
2004-03-28,6.9875627,3.328717084183274,1.099175892599788
2004-04-08,5.1349583,3.5527145073577735,0.44536192158904647
2004-04-11,6.1810923,4.273347958202842,0.4464284965148327
2004-04-14,9.473191,6.016760312468237,0.5744671167406611
2004-04-20,10.156049,4.2822741952069014,1.37164840730815
2004-04-21,15.217479,10.823875038922381,0.40591781570043645
2004-05-07,7.0858817,4.944802574943979,0.432995878532677
2004-05-10,11.684873,5.276105612055497,1.2146775456047092
2004-06-04,14.924454,10.532090769991708,0.4170456807944234
2004-06-14,17.586472,12.39691299031157,0.4186170033911958
2004-08-27,18.169329,12.21698734182074,0.487218426377395
2004-09-27,12.275715,8.252110404848088,0.48758490519657083
2004-10-20,13.120084,8.618708781071522,0.5222795133435022
2004-11-11,1.9989916,0.8393692324093589,1.3815402464559068
2004-11-12,5.145293,2.6853148819164687,0.9160856219985235
2004-11-15,1.3786556,0.4447693413414431,2.099709050776727
2004-11-16,3.0477314,2.0295231260758744,0.5016982858574199
2004-11-17,6.0510917,3.6660652246241145,0.6505684706169992
2004-11-21,2.2094119,-1.242283671173503,2.77850833169629
2004-11-22,6.6162176,3.0719584797506565,1.1537457803652469
2004-12-02,4.246891,2.4840725386719456,0.709648553177526
2004-12-19,2.3436973,1.1051506927804127,1.120703832341259
2004-12-23,4.665042,-1.5943997085994273,3.9258923583352097
2004-12-30,-0.42554626,-1.4319295209290637,0.7028161983755525
2004-12-31,2.007479,0.3696982397004369,4.430047365209201
2005-01-04,3.735546,1.0655455020409192,2.505759355096122
2005-01-20,4.757814,-0.1520579505427122,32.289478212288756
2005-01-31,-0.89369756,-4.129068598551372,0.7835595271662311
2005-02-03,1.1155462,-0.9495557265348715,2.1748085924059746
2005-02-08,2.64395,1.1041470544096335,1.3945632739271496
2005-02-12,7.0346217,4.117543783415558,0.708450980868585
2005-03-01,-4.2040334,-7.094060424075206,0.4073868668331195
2005-03-02,-1.5380673,-2.9736908068652497,0.4827749619093044
2005-03-08,-0.44361332,-3.6848822259023457,0.879612618967643
2005-03-10,2.802101,1.4738366597486827,0.9012289308322259
2005-03-14,7.1063023,3.821633969627186,0.8594931691079207
2005-03-15,11.3447895,7.746442891484267,0.4645159932020296
2005-04-10,3.7605038,1.5747704747530378,1.3879694401246865
2005-04-11,7.4868903,4.404235878118451,0.6999294595474805
2005-04-18,8.974454,4.135030388032642,1.1703477565871714
2005-04-21,7.9998326,5.121912156537082,0.5618839967700944
2005-04-26,13.222099,8.644669188126416,0.5295089975634895
2005-05-17,13.722605,9.508881650725803,0.44313550800576873
2005-05-19,14.419916,8.254745245161356,0.7468638612931822
2005-05-24,16.323109,9.85140597371376,0.6569318853217716
2005-08-16,16.356808,11.389789404727761,0.436093954638944
2005-10-04,11.005883,7.621814965027732,0.4439976918040892
2005-11-20,1.6254622,0.38828671980198237,3.186241999841092
2005-11-28,-0.9002521,-1.991684328829054,0.5479945838933141
2005-12-02,1.2758822,0.13123098493587193,8.72241612553306
2005-12-03,2.8342857,2.006351752471055,0.41265644600615664
2005-12-09,0.04159659,-0.10282399935469044,1.4045416608348278
2005-12-15,0.7611764,0.10369612043535525,6.34045212242738
2005-12-16,2.5515122,1.4404417205363096,0.7713401416987136
2005-12-22,-0.18159664,-1.0586777098783031,0.8284684422107739
2005-12-23,1.9910084,0.5936086063661836,2.3540760352265604
2005-12-30,-3.590084,-6.569366675986323,0.45351138808388713
2005-12-31,3.2258828,-2.3431675204389073,2.37671879645495
2006-01-12,-0.13369748,-0.624798212327363,0.7860149447846823
2006-01-17,0.94168067,-1.9016647758792455,1.4951875229161535
2006-01-20,4.6847057,3.064527383639165,0.528687835933051
2006-01-25,-0.15126052,-1.2119313411828667,0.8751905162873819
2006-01-28,1.6842015,-2.3336944255733325,1.7216889497194399
2006-02-06,-0.0031092525,-1.4506482248269368,0.9978566460891278
2006-02-13,-0.20630248,-1.26994256504263,0.8375497565099983
2006-02-14,3.5605881,0.5861246118055607,5.07479715012439
2006-02-16,5.327983,3.1741733554586293,0.6785418771675836
2006-03-03,3.2062185,-1.8770371789183216,2.7081273173882936
2006-03-08,2.5302522,-1.063240683178785,3.3797548930141863
2006-03-09,6.729496,3.4804641723373884,0.9335053225610171
2006-03-13,-1.8783194,-4.122614800681275,0.5443863971096345
2006-03-14,1.4453781,-0.8940224547484537,2.616713380555896
2006-03-17,3.2503362,1.4093784759492358,1.3062195326967705
2006-03-19,7.0855465,4.0996958927522025,0.7283102646849285
2006-03-25,9.886806,6.65218415661805,0.48624952370368746
2006-03-26,15.056385,10.350045916294489,0.45471673865517226
2006-03-31,11.996804,8.557850078123304,0.4018479089781584
2006-04-07,7.457647,3.920345062620334,0.9022934786731748
2006-04-08,11.612102,8.091613140800474,0.435078686142163
2006-04-13,5.926471,4.00345938161214,0.48033754522105526
2006-04-14,12.914958,6.478916280197534,0.9933824487988822
2006-05-10,9.764118,6.346300478307019,0.5385527722735275
2006-05-11,15.616724,10.179667480499758,0.5341094435744324
2006-06-03,12.251847,8.375755921732853,0.4627751073023274
2006-11-03,2.7091594,1.7691554344589946,0.5313291989324375
2006-11-04,5.223445,3.215361113558834,0.6245282424524446
2006-11-06,10.171008,7.070772182399509,0.4384579007316842
2006-11-14,11.515547,7.746437336221746,0.48656037593697976
2006-11-23,8.966806,3.877131894752189,1.3127421648667659
2006-12-08,8.586302,5.967783585033747,0.43877566624935066
2006-12-12,3.8494954,1.7810245751529283,1.1613937643665873
2006-12-30,5.812857,3.4486914013377534,0.6855254572144891
2007-01-03,3.1336975,1.0469159473677863,1.9932656175928354
2007-01-27,-2.1831934,-4.902318184845003,0.5546610067141705
2007-01-28,1.7187394,-1.0665087438394103,2.6115567737267695
2007-02-09,6.34042,4.002026406203714,0.5843023323030929
2007-02-11,6.260252,3.267357912198328,0.9159982368412692
2007-02-27,5.3832774,3.654227385471917,0.47316432404603537
2007-02-28,8.683782,5.9104022968204095,0.46923698045256645
2007-03-11,7.321597,4.07960685607309,0.7946820263832369
2007-03-21,0.78445375,-0.6303573304101953,2.2444588359846724
2007-03-24,1.2552938,0.006158581520676165,202.82840462791333
2007-03-25,4.561177,1.9894675853951451,1.292662021924852
2007-03-26,8.921932,5.28304780841964,0.6887850619560969
2007-04-01,9.227564,5.881160350228114,0.5690039564512666
2007-04-05,10.244873,5.497450096760474,0.863568175527792
2007-05-18,15.854453,10.002715768482696,0.5850148553464272
2007-05-30,13.667313,6.736653921936531,1.0287983887023666
2007-06-02,12.774623,8.984013979039322,0.4219282101497029
2007-07-06,17.883446,12.345556527973072,0.4485734765561232
2007-08-10,14.184789,10.019624218444369,0.41570066847484677
2007-09-29,12.465883,8.900316248184943,0.4006112712620826
2007-11-08,7.1766396,4.127484270762868,0.7387442534234863
2007-11-11,5.675798,2.752559012854203,1.062007721830875
2007-11-18,0.1667227,-0.7438223877755821,1.2241431593614671
2007-11-19,2.2689917,0.9483855575611546,1.3924781336721084
2007-11-20,4.9015136,2.9782918879937164,0.645746542260303
2007-11-30,4.901849,3.060608997924674,0.6015926230216314
2007-12-05,6.929664,2.8902479554249254,1.3976019503698416
2007-12-09,4.232185,2.841960973857468,0.48917769310108367
2007-12-19,-0.625042,-1.825463204752257,0.657598126520773
2007-12-26,0.38058817,-0.011141505285083397,35.159493185881765
2007-12-29,2.803109,1.0021676384256661,1.7970459463161799
2008-01-03,-0.29134452,-2.309788650959259,0.873865289229439
2008-01-04,1.6509242,0.6159093592995575,1.6804661771296052
2008-01-05,3.5608406,2.375443679115861,0.49902127252909495
2008-01-10,5.506471,3.6265678193652686,0.5183698282630577
2008-01-15,3.7990758,2.1392878261126196,0.7758600762044864
2008-01-18,6.4464707,4.569639543385422,0.4107175579720672
