,AreaId,Geometry
19085,231475,"MULTIPOLYGON(((-73.994397984741 40.7553735300808,-73.9935344448601 40.7565065149757,-73.9918073650983 40.7565065149757,-73.9909438252174 40.7553735300808,-73.9918073650983 40.7542405258774,-73.9935344448601 40.7542405258774,-73.994397984741 40.7553735300808)))"
19086,231476,"MULTIPOLYGON(((-73.994397984741 40.7576394805619,-73.9935344448601 40.7587724268394,-73.9918073650983 40.7587724268394,-73.9909438252174 40.7576394805619,-73.9918073650983 40.7565065149757,-73.9935344448601 40.7565065149757,-73.994397984741 40.7576394805619)))"
19087,231477,"MULTIPOLYGON(((-73.994397984741 40.7599053538081,-73.9935344448601 40.7610382614678,-73.9918073650983 40.7610382614678,-73.9909438252174 40.7599053538081,-73.9918073650983 40.7587724268394,-73.9935344448601 40.7587724268394,-73.994397984741 40.7599053538081)))"
19088,231478,"MULTIPOLYGON(((-73.994397984741 40.7621711498184,-73.9935344448601 40.7633040188598,-73.9918073650983 40.7633040188598,-73.9909438252174 40.7621711498184,-73.9918073650983 40.7610382614678,-73.9935344448601 40.7610382614678,-73.994397984741 40.7621711498184)))"
19089,231479,"MULTIPOLYGON(((-73.994397984741 40.7644368685919,-73.9935344448601 40.7655696990145,-73.9918073650983 40.7655696990145,-73.9909438252174 40.7644368685919,-73.9918073650983 40.7633040188598,-73.9935344448601 40.7633040188598,-73.994397984741 40.7644368685919)))"
19090,231480,"MULTIPOLYGON(((-73.994397984741 40.7667025101277,-73.9935344448601 40.7678353019311,-73.9918073650983 40.7678353019311,-73.9909438252174 40.7667025101277,-73.9918073650983 40.7655696990145,-73.9935344448601 40.7655696990145,-73.994397984741 40.7667025101277)))"
19091,231481,"MULTIPOLYGON(((-73.994397984741 40.7689680744248,-73.9935344448601 40.7701008276087,-73.9918073650983 40.7701008276087,-73.9909438252174 40.7689680744248,-73.9918073650983 40.7678353019311,-73.9935344448601 40.7678353019311,-73.994397984741 40.7689680744248)))"
19092,231482,"MULTIPOLYGON(((-73.994397984741 40.7712335614825,-73.9935344448601 40.7723662760462,-73.9918073650983 40.7723662760462,-73.9909438252174 40.7712335614825,-73.9918073650983 40.7701008276087,-73.9935344448601 40.7701008276087,-73.994397984741 40.7712335614825)))"
19093,231483,"MULTIPOLYGON(((-73.994397984741 40.7734989712998,-73.9935344448601 40.7746316472429,-73.9918073650983 40.7746316472429,-73.9909438252174 40.7734989712998,-73.9918073650983 40.7723662760462,-73.9935344448601 40.7723662760462,-73.994397984741 40.7734989712998)))"
19094,231484,"MULTIPOLYGON(((-73.994397984741 40.7757643038757,-73.9935344448601 40.7768969411978,-73.9918073650983 40.7768969411978,-73.9909438252174 40.7757643038757,-73.9918073650983 40.7746316472429,-73.9935344448601 40.7746316472429,-73.994397984741 40.7757643038757)))"
19095,231485,"MULTIPOLYGON(((-73.994397984741 40.7780295592093,-73.9935344448601 40.77916215791,-73.9918073650983 40.77916215791,-73.9909438252174 40.7780295592093,-73.9918073650983 40.7768969411978,-73.9935344448601 40.7768969411978,-73.994397984741 40.7780295592093)))"
19096,231486,"MULTIPOLYGON(((-73.994397984741 40.7802947372999,-73.9935344448601 40.7814272973786,-73.9918073650983 40.7814272973786,-73.9909438252174 40.7802947372999,-73.9918073650983 40.77916215791,-73.9935344448601 40.77916215791,-73.994397984741 40.7802947372999)))"
19097,231487,"MULTIPOLYGON(((-73.994397984741 40.7825598381463,-73.9935344448601 40.7836923596027,-73.9918073650983 40.7836923596027,-73.9909438252174 40.7825598381463,-73.9918073650983 40.7814272973786,-73.9935344448601 40.7814272973786,-73.994397984741 40.7825598381463)))"
19098,231488,"MULTIPOLYGON(((-73.994397984741 40.7848248617478,-73.9935344448601 40.7859573445814,-73.9918073650983 40.7859573445814,-73.9909438252174 40.7848248617478,-73.9918073650983 40.7836923596027,-73.9935344448601 40.7836923596027,-73.994397984741 40.7848248617478)))"
19099,231489,"MULTIPOLYGON(((-73.994397984741 40.7870898081035,-73.9935344448601 40.7882222523138,-73.9918073650983 40.7882222523138,-73.9909438252174 40.7870898081035,-73.9918073650983 40.7859573445814,-73.9935344448601 40.7859573445814,-73.994397984741 40.7870898081035)))"
19100,231490,"MULTIPOLYGON(((-73.994397984741 40.7893546772123,-73.9935344448601 40.7904870827989,-73.9918073650983 40.7904870827989,-73.9909438252174 40.7893546772123,-73.9918073650983 40.7882222523138,-73.9935344448601 40.7882222523138,-73.994397984741 40.7893546772123)))"
19101,231491,"MULTIPOLYGON(((-73.994397984741 40.7916194690735,-73.9935344448601 40.792751836036,-73.9918073650983 40.792751836036,-73.9909438252174 40.7916194690735,-73.9918073650983 40.7904870827989,-73.9935344448601 40.7904870827989,-73.994397984741 40.7916194690735)))"
19102,231492,"MULTIPOLYGON(((-73.994397984741 40.7938841836861,-73.9935344448601 40.7950165120239,-73.9918073650983 40.7950165120239,-73.9909438252174 40.7938841836861,-73.9918073650983 40.792751836036,-73.9935344448601 40.792751836036,-73.994397984741 40.7938841836861)))"
19103,231493,"MULTIPOLYGON(((-73.994397984741 40.7961488210493,-73.9935344448601 40.797281110762,-73.9918073650983 40.797281110762,-73.9909438252174 40.7961488210493,-73.9918073650983 40.7950165120239,-73.9935344448601 40.7950165120239,-73.994397984741 40.7961488210493)))"
19104,231494,"MULTIPOLYGON(((-73.994397984741 40.798413381162,-73.9935344448601 40.7995456322492,-73.9918073650983 40.7995456322492,-73.9909438252174 40.798413381162,-73.9918073650983 40.797281110762,-73.9935344448601 40.797281110762,-73.994397984741 40.798413381162)))"
19105,231495,"MULTIPOLYGON(((-73.994397984741 40.8006778640235,-73.9935344448601 40.8018100764847,-73.9918073650983 40.8018100764847,-73.9909438252174 40.8006778640235,-73.9918073650983 40.7995456322492,-73.9935344448601 40.7995456322492,-73.994397984741 40.8006778640235)))"
19106,231496,"MULTIPOLYGON(((-73.994397984741 40.8029422696327,-73.9935344448601 40.8040744434675,-73.9918073650983 40.8040744434675,-73.9909438252174 40.8029422696327,-73.9918073650983 40.8018100764847,-73.9935344448601 40.8018100764847,-73.994397984741 40.8029422696327)))"
19247,231637,"MULTIPOLYGON(((-73.9918073650983 40.6998336195439,-73.9909438252174 40.7009675504213,-73.9892167454557 40.7009675504213,-73.9883532055748 40.6998336195439,-73.9892167454557 40.6986996693636,-73.9909438252174 40.6986996693636,-73.9918073650983 40.6998336195439)))"
19248,231638,"MULTIPOLYGON(((-73.9918073650983 40.7021014619957,-73.9909438252174 40.703235354267,-73.9892167454557 40.703235354267,-73.9883532055748 40.7021014619957,-73.9892167454557 40.7009675504213,-73.9909438252174 40.7009675504213,-73.9918073650983 40.7021014619957)))"
19249,231639,"MULTIPOLYGON(((-73.9918073650983 40.7043692272351,-73.9909438252174 40.7055030808998,-73.9892167454557 40.7055030808998,-73.9883532055748 40.7043692272351,-73.9892167454557 40.703235354267,-73.9909438252174 40.703235354267,-73.9918073650983 40.7043692272351)))"
19250,231640,"MULTIPOLYGON(((-73.9918073650983 40.706636915261,-73.9909438252174 40.7077707303186,-73.9892167454557 40.7077707303186,-73.9883532055748 40.706636915261,-73.9892167454557 40.7055030808998,-73.9909438252174 40.7055030808998,-73.9918073650983 40.706636915261)))"
19251,231641,"MULTIPOLYGON(((-73.9918073650983 40.7089045260726,-73.9909438252174 40.7100383025227,-73.9892167454557 40.7100383025227,-73.9883532055748 40.7089045260726,-73.9892167454557 40.7077707303186,-73.9909438252174 40.7077707303186,-73.9918073650983 40.7089045260726)))"
19252,231642,"MULTIPOLYGON(((-73.9918073650983 40.7111720596689,-73.9909438252174 40.712305797511,-73.9892167454557 40.712305797511,-73.9883532055748 40.7111720596689,-73.9892167454557 40.7100383025227,-73.9909438252174 40.7100383025227,-73.9918073650983 40.7111720596689)))"
19253,231643,"MULTIPOLYGON(((-73.9918073650983 40.713439516049,-73.9909438252174 40.7145732152828,-73.9892167454557 40.7145732152828,-73.9883532055748 40.713439516049,-73.9892167454557 40.712305797511,-73.9909438252174 40.712305797511,-73.9918073650983 40.713439516049)))"
19254,231644,"MULTIPOLYGON(((-73.9918073650983 40.7157068952121,-73.9909438252174 40.7168405558369,-73.9892167454557 40.7168405558369,-73.9883532055748 40.7157068952121,-73.9892167454557 40.7145732152828,-73.9909438252174 40.7145732152828,-73.9918073650983 40.7157068952121)))"
19255,231645,"MULTIPOLYGON(((-73.9918073650983 40.7179741971571,-73.9909438252174 40.7191078191726,-73.9892167454557 40.7191078191726,-73.9883532055748 40.7179741971571,-73.9892167454557 40.7168405558369,-73.9909438252174 40.7168405558369,-73.9918073650983 40.7179741971571)))"
19256,231646,"MULTIPOLYGON(((-73.9918073650983 40.7202414218832,-73.9909438252174 40.7213750052889,-73.9892167454557 40.7213750052889,-73.9883532055748 40.7202414218832,-73.9892167454557 40.7191078191726,-73.9909438252174 40.7191078191726,-73.9918073650983 40.7202414218832)))"
19257,231647,"MULTIPOLYGON(((-73.9918073650983 40.7225085693895,-73.9909438252174 40.7236421141849,-73.9892167454557 40.7236421141849,-73.9883532055748 40.7225085693895,-73.9892167454557 40.7213750052889,-73.9909438252174 40.7213750052889,-73.9918073650983 40.7225085693895)))"
19258,231648,"MULTIPOLYGON(((-73.9918073650983 40.7247756396749,-73.9909438252174 40.7259091458596,-73.9892167454557 40.7259091458596,-73.9883532055748 40.7247756396749,-73.9892167454557 40.7236421141849,-73.9909438252174 40.7236421141849,-73.9918073650983 40.7247756396749)))"
19259,231649,"MULTIPOLYGON(((-73.9918073650983 40.7270426327387,-73.9909438252174 40.7281761003121,-73.9892167454557 40.7281761003121,-73.9883532055748 40.7270426327387,-73.9892167454557 40.7259091458596,-73.9909438252174 40.7259091458596,-73.9918073650983 40.7270426327387)))"
19260,231650,"MULTIPOLYGON(((-73.9918073650983 40.7293095485798,-73.9909438252174 40.7304429775416,-73.9892167454557 40.7304429775416,-73.9883532055748 40.7293095485798,-73.9892167454557 40.7281761003121,-73.9909438252174 40.7281761003121,-73.9918073650983 40.7293095485798)))"
19261,231651,"MULTIPOLYGON(((-73.9918073650983 40.7315763871974,-73.9909438252174 40.7327097775471,-73.9892167454557 40.7327097775471,-73.9883532055748 40.7315763871974,-73.9892167454557 40.7304429775416,-73.9909438252174 40.7304429775416,-73.9918073650983 40.7315763871974)))"
19262,231652,"MULTIPOLYGON(((-73.9918073650983 40.7338431485906,-73.9909438252174 40.7349765003277,-73.9892167454557 40.7349765003277,-73.9883532055748 40.7338431485906,-73.9892167454557 40.7327097775471,-73.9909438252174 40.7327097775471,-73.9918073650983 40.7338431485906)))"
19263,231653,"MULTIPOLYGON(((-73.9918073650983 40.7361098327584,-73.9909438252174 40.7372431458824,-73.9892167454557 40.7372431458824,-73.9883532055748 40.7361098327584,-73.9892167454557 40.7349765003277,-73.9909438252174 40.7349765003277,-73.9918073650983 40.7361098327584)))"
19264,231654,"MULTIPOLYGON(((-73.9918073650983 40.7383764396998,-73.9909438252174 40.7395097142104,-73.9892167454557 40.7395097142104,-73.9883532055748 40.7383764396998,-73.9892167454557 40.7372431458824,-73.9909438252174 40.7372431458824,-73.9918073650983 40.7383764396998)))"
19265,231655,"MULTIPOLYGON(((-73.9918073650983 40.7406429694141,-73.9909438252174 40.7417762053108,-73.9892167454557 40.7417762053108,-73.9883532055748 40.7406429694141,-73.9892167454557 40.7395097142104,-73.9909438252174 40.7395097142104,-73.9918073650983 40.7406429694141)))"
19266,231656,"MULTIPOLYGON(((-73.9918073650983 40.7429094219003,-73.9909438252174 40.7440426191826,-73.9892167454557 40.7440426191826,-73.9883532055748 40.7429094219003,-73.9892167454557 40.7417762053108,-73.9909438252174 40.7417762053108,-73.9918073650983 40.7429094219003)))"
19267,231657,"MULTIPOLYGON(((-73.9918073650983 40.7451757971575,-73.9909438252174 40.7463089558248,-73.9892167454557 40.7463089558248,-73.9883532055748 40.7451757971575,-73.9892167454557 40.7440426191826,-73.9909438252174 40.7440426191826,-73.9918073650983 40.7451757971575)))"
19268,231658,"MULTIPOLYGON(((-73.9918073650983 40.7474420951846,-73.9909438252174 40.7485752152367,-73.9892167454557 40.7485752152367,-73.9883532055748 40.7474420951846,-73.9892167454557 40.7463089558248,-73.9909438252174 40.7463089558248,-73.9918073650983 40.7474420951846)))"
19269,231659,"MULTIPOLYGON(((-73.9918073650983 40.749708315981,-73.9909438252174 40.7508413974173,-73.9892167454557 40.7508413974173,-73.9883532055748 40.749708315981,-73.9892167454557 40.7485752152367,-73.9909438252174 40.7485752152367,-73.9918073650983 40.749708315981)))"
19270,231660,"MULTIPOLYGON(((-73.9918073650983 40.7519744595455,-73.9909438252174 40.7531075023656,-73.9892167454557 40.7531075023656,-73.9883532055748 40.7519744595455,-73.9892167454557 40.7508413974173,-73.9909438252174 40.7508413974173,-73.9918073650983 40.7519744595455)))"
19271,231661,"MULTIPOLYGON(((-73.9918073650983 40.7542405258774,-73.9909438252174 40.7553735300808,-73.9892167454557 40.7553735300808,-73.9883532055748 40.7542405258774,-73.9892167454557 40.7531075023656,-73.9909438252174 40.7531075023656,-73.9918073650983 40.7542405258774)))"
19272,231662,"MULTIPOLYGON(((-73.9918073650983 40.7565065149757,-73.9909438252174 40.7576394805619,-73.9892167454557 40.7576394805619,-73.9883532055748 40.7565065149757,-73.9892167454557 40.7553735300808,-73.9909438252174 40.7553735300808,-73.9918073650983 40.7565065149757)))"
19273,231663,"MULTIPOLYGON(((-73.9918073650983 40.7587724268394,-73.9909438252174 40.7599053538081,-73.9892167454557 40.7599053538081,-73.9883532055748 40.7587724268394,-73.9892167454557 40.7576394805619,-73.9909438252174 40.7576394805619,-73.9918073650983 40.7587724268394)))"
19274,231664,"MULTIPOLYGON(((-73.9918073650983 40.7610382614678,-73.9909438252174 40.7621711498184,-73.9892167454557 40.7621711498184,-73.9883532055748 40.7610382614678,-73.9892167454557 40.7599053538081,-73.9909438252174 40.7599053538081,-73.9918073650983 40.7610382614678)))"
19275,231665,"MULTIPOLYGON(((-73.9918073650983 40.7633040188598,-73.9909438252174 40.7644368685919,-73.9892167454557 40.7644368685919,-73.9883532055748 40.7633040188598,-73.9892167454557 40.7621711498184,-73.9909438252174 40.7621711498184,-73.9918073650983 40.7633040188598)))"
19276,231666,"MULTIPOLYGON(((-73.9918073650983 40.7655696990145,-73.9909438252174 40.7667025101277,-73.9892167454557 40.7667025101277,-73.9883532055748 40.7655696990145,-73.9892167454557 40.7644368685919,-73.9909438252174 40.7644368685919,-73.9918073650983 40.7655696990145)))"
19277,231667,"MULTIPOLYGON(((-73.9918073650983 40.7678353019311,-73.9909438252174 40.7689680744248,-73.9892167454557 40.7689680744248,-73.9883532055748 40.7678353019311,-73.9892167454557 40.7667025101277,-73.9909438252174 40.7667025101277,-73.9918073650983 40.7678353019311)))"
19278,231668,"MULTIPOLYGON(((-73.9918073650983 40.7701008276087,-73.9909438252174 40.7712335614825,-73.9892167454557 40.7712335614825,-73.9883532055748 40.7701008276087,-73.9892167454557 40.7689680744248,-73.9909438252174 40.7689680744248,-73.9918073650983 40.7701008276087)))"
19279,231669,"MULTIPOLYGON(((-73.9918073650983 40.7723662760462,-73.9909438252174 40.7734989712998,-73.9892167454557 40.7734989712998,-73.9883532055748 40.7723662760462,-73.9892167454557 40.7712335614825,-73.9909438252174 40.7712335614825,-73.9918073650983 40.7723662760462)))"
19280,231670,"MULTIPOLYGON(((-73.9918073650983 40.7746316472429,-73.9909438252174 40.7757643038757,-73.9892167454557 40.7757643038757,-73.9883532055748 40.7746316472429,-73.9892167454557 40.7734989712998,-73.9909438252174 40.7734989712998,-73.9918073650983 40.7746316472429)))"
19281,231671,"MULTIPOLYGON(((-73.9918073650983 40.7768969411978,-73.9909438252174 40.7780295592093,-73.9892167454557 40.7780295592093,-73.9883532055748 40.7768969411978,-73.9892167454557 40.7757643038757,-73.9909438252174 40.7757643038757,-73.9918073650983 40.7768969411978)))"
19282,231672,"MULTIPOLYGON(((-73.9918073650983 40.77916215791,-73.9909438252174 40.7802947372999,-73.9892167454557 40.7802947372999,-73.9883532055748 40.77916215791,-73.9892167454557 40.7780295592093,-73.9909438252174 40.7780295592093,-73.9918073650983 40.77916215791)))"
19283,231673,"MULTIPOLYGON(((-73.9918073650983 40.7814272973786,-73.9909438252174 40.7825598381463,-73.9892167454557 40.7825598381463,-73.9883532055748 40.7814272973786,-73.9892167454557 40.7802947372999,-73.9909438252174 40.7802947372999,-73.9918073650983 40.7814272973786)))"
19284,231674,"MULTIPOLYGON(((-73.9918073650983 40.7836923596027,-73.9909438252174 40.7848248617478,-73.9892167454557 40.7848248617478,-73.9883532055748 40.7836923596027,-73.9892167454557 40.7825598381463,-73.9909438252174 40.7825598381463,-73.9918073650983 40.7836923596027)))"
19285,231675,"MULTIPOLYGON(((-73.9918073650983 40.7859573445814,-73.9909438252174 40.7870898081035,-73.9892167454557 40.7870898081035,-73.9883532055748 40.7859573445814,-73.9892167454557 40.7848248617478,-73.9909438252174 40.7848248617478,-73.9918073650983 40.7859573445814)))"
19286,231676,"MULTIPOLYGON(((-73.9918073650983 40.7882222523138,-73.9909438252174 40.7893546772123,-73.9892167454557 40.7893546772123,-73.9883532055748 40.7882222523138,-73.9892167454557 40.7870898081035,-73.9909438252174 40.7870898081035,-73.9918073650983 40.7882222523138)))"
19287,231677,"MULTIPOLYGON(((-73.9918073650983 40.7904870827989,-73.9909438252174 40.7916194690735,-73.9892167454557 40.7916194690735,-73.9883532055748 40.7904870827989,-73.9892167454557 40.7893546772123,-73.9909438252174 40.7893546772123,-73.9918073650983 40.7904870827989)))"
19288,231678,"MULTIPOLYGON(((-73.9918073650983 40.792751836036,-73.9909438252174 40.7938841836861,-73.9892167454557 40.7938841836861,-73.9883532055748 40.792751836036,-73.9892167454557 40.7916194690735,-73.9909438252174 40.7916194690735,-73.9918073650983 40.792751836036)))"
19289,231679,"MULTIPOLYGON(((-73.9918073650983 40.7950165120239,-73.9909438252174 40.7961488210493,-73.9892167454557 40.7961488210493,-73.9883532055748 40.7950165120239,-73.9892167454557 40.7938841836861,-73.9909438252174 40.7938841836861,-73.9918073650983 40.7950165120239)))"
19290,231680,"MULTIPOLYGON(((-73.9918073650983 40.797281110762,-73.9909438252174 40.798413381162,-73.9892167454557 40.798413381162,-73.9883532055748 40.797281110762,-73.9892167454557 40.7961488210493,-73.9909438252174 40.7961488210493,-73.9918073650983 40.797281110762)))"
19291,231681,"MULTIPOLYGON(((-73.9918073650983 40.7995456322492,-73.9909438252174 40.8006778640235,-73.9892167454557 40.8006778640235,-73.9883532055748 40.7995456322492,-73.9892167454557 40.798413381162,-73.9909438252174 40.798413381162,-73.9918073650983 40.7995456322492)))"
19292,231682,"MULTIPOLYGON(((-73.9918073650983 40.8018100764847,-73.9909438252174 40.8029422696327,-73.9892167454557 40.8029422696327,-73.9883532055748 40.8018100764847,-73.9892167454557 40.8006778640235,-73.9909438252174 40.8006778640235,-73.9918073650983 40.8018100764847)))"
19433,231823,"MULTIPOLYGON(((-73.9892167454557 40.7009675504213,-73.9883532055748 40.7021014619957,-73.986626125813 40.7021014619957,-73.9857625859321 40.7009675504213,-73.986626125813 40.6998336195439,-73.9883532055748 40.6998336195439,-73.9892167454557 40.7009675504213)))"
19434,231824,"MULTIPOLYGON(((-73.9892167454557 40.703235354267,-73.9883532055748 40.7043692272351,-73.986626125813 40.7043692272351,-73.9857625859321 40.703235354267,-73.986626125813 40.7021014619957,-73.9883532055748 40.7021014619957,-73.9892167454557 40.703235354267)))"
19435,231825,"MULTIPOLYGON(((-73.9892167454557 40.7055030808998,-73.9883532055748 40.706636915261,-73.986626125813 40.706636915261,-73.9857625859321 40.7055030808998,-73.986626125813 40.7043692272351,-73.9883532055748 40.7043692272351,-73.9892167454557 40.7055030808998)))"
19436,231826,"MULTIPOLYGON(((-73.9892167454557 40.7077707303186,-73.9883532055748 40.7089045260726,-73.986626125813 40.7089045260726,-73.9857625859321 40.7077707303186,-73.986626125813 40.706636915261,-73.9883532055748 40.706636915261,-73.9892167454557 40.7077707303186)))"
19437,231827,"MULTIPOLYGON(((-73.9892167454557 40.7100383025227,-73.9883532055748 40.7111720596689,-73.986626125813 40.7111720596689,-73.9857625859321 40.7100383025227,-73.986626125813 40.7089045260726,-73.9883532055748 40.7089045260726,-73.9892167454557 40.7100383025227)))"
19438,231828,"MULTIPOLYGON(((-73.9892167454557 40.712305797511,-73.9883532055748 40.713439516049,-73.986626125813 40.713439516049,-73.9857625859321 40.712305797511,-73.986626125813 40.7111720596689,-73.9883532055748 40.7111720596689,-73.9892167454557 40.712305797511)))"
19439,231829,"MULTIPOLYGON(((-73.9892167454557 40.7145732152828,-73.9883532055748 40.7157068952121,-73.986626125813 40.7157068952121,-73.9857625859321 40.7145732152828,-73.986626125813 40.713439516049,-73.9883532055748 40.713439516049,-73.9892167454557 40.7145732152828)))"
19440,231830,"MULTIPOLYGON(((-73.9892167454557 40.7168405558369,-73.9883532055748 40.7179741971571,-73.986626125813 40.7179741971571,-73.9857625859321 40.7168405558369,-73.986626125813 40.7157068952121,-73.9883532055748 40.7157068952121,-73.9892167454557 40.7168405558369)))"
19441,231831,"MULTIPOLYGON(((-73.9892167454557 40.7191078191726,-73.9883532055748 40.7202414218832,-73.986626125813 40.7202414218832,-73.9857625859321 40.7191078191726,-73.986626125813 40.7179741971571,-73.9883532055748 40.7179741971571,-73.9892167454557 40.7191078191726)))"
19442,231832,"MULTIPOLYGON(((-73.9892167454557 40.7213750052889,-73.9883532055748 40.7225085693895,-73.986626125813 40.7225085693895,-73.9857625859321 40.7213750052889,-73.986626125813 40.7202414218832,-73.9883532055748 40.7202414218832,-73.9892167454557 40.7213750052889)))"
19443,231833,"MULTIPOLYGON(((-73.9892167454557 40.7236421141849,-73.9883532055748 40.7247756396749,-73.986626125813 40.7247756396749,-73.9857625859321 40.7236421141849,-73.986626125813 40.7225085693895,-73.9883532055748 40.7225085693895,-73.9892167454557 40.7236421141849)))"
19444,231834,"MULTIPOLYGON(((-73.9892167454557 40.7259091458596,-73.9883532055748 40.7270426327387,-73.986626125813 40.7270426327387,-73.9857625859321 40.7259091458596,-73.986626125813 40.7247756396749,-73.9883532055748 40.7247756396749,-73.9892167454557 40.7259091458596)))"
19445,231835,"MULTIPOLYGON(((-73.9892167454557 40.7281761003121,-73.9883532055748 40.7293095485798,-73.986626125813 40.7293095485798,-73.9857625859321 40.7281761003121,-73.986626125813 40.7270426327387,-73.9883532055748 40.7270426327387,-73.9892167454557 40.7281761003121)))"
19446,231836,"MULTIPOLYGON(((-73.9892167454557 40.7304429775416,-73.9883532055748 40.7315763871974,-73.986626125813 40.7315763871974,-73.9857625859321 40.7304429775416,-73.986626125813 40.7293095485798,-73.9883532055748 40.7293095485798,-73.9892167454557 40.7304429775416)))"
19447,231837,"MULTIPOLYGON(((-73.9892167454557 40.7327097775471,-73.9883532055748 40.7338431485906,-73.986626125813 40.7338431485906,-73.9857625859321 40.7327097775471,-73.986626125813 40.7315763871974,-73.9883532055748 40.7315763871974,-73.9892167454557 40.7327097775471)))"
19448,231838,"MULTIPOLYGON(((-73.9892167454557 40.7349765003277,-73.9883532055748 40.7361098327584,-73.986626125813 40.7361098327584,-73.9857625859321 40.7349765003277,-73.986626125813 40.7338431485906,-73.9883532055748 40.7338431485906,-73.9892167454557 40.7349765003277)))"
19449,231839,"MULTIPOLYGON(((-73.9892167454557 40.7372431458824,-73.9883532055748 40.7383764396998,-73.986626125813 40.7383764396998,-73.9857625859321 40.7372431458824,-73.986626125813 40.7361098327584,-73.9883532055748 40.7361098327584,-73.9892167454557 40.7372431458824)))"
19450,231840,"MULTIPOLYGON(((-73.9892167454557 40.7395097142104,-73.9883532055748 40.7406429694141,-73.986626125813 40.7406429694141,-73.9857625859321 40.7395097142104,-73.986626125813 40.7383764396998,-73.9883532055748 40.7383764396998,-73.9892167454557 40.7395097142104)))"
19451,231841,"MULTIPOLYGON(((-73.9892167454557 40.7417762053108,-73.9883532055748 40.7429094219003,-73.986626125813 40.7429094219003,-73.9857625859321 40.7417762053108,-73.986626125813 40.7406429694141,-73.9883532055748 40.7406429694141,-73.9892167454557 40.7417762053108)))"
19452,231842,"MULTIPOLYGON(((-73.9892167454557 40.7440426191826,-73.9883532055748 40.7451757971575,-73.986626125813 40.7451757971575,-73.9857625859321 40.7440426191826,-73.986626125813 40.7429094219003,-73.9883532055748 40.7429094219003,-73.9892167454557 40.7440426191826)))"
19453,231843,"MULTIPOLYGON(((-73.9892167454557 40.7463089558248,-73.9883532055748 40.7474420951846,-73.986626125813 40.7474420951846,-73.9857625859321 40.7463089558248,-73.986626125813 40.7451757971575,-73.9883532055748 40.7451757971575,-73.9892167454557 40.7463089558248)))"
19454,231844,"MULTIPOLYGON(((-73.9892167454557 40.7485752152367,-73.9883532055748 40.749708315981,-73.986626125813 40.749708315981,-73.9857625859321 40.7485752152367,-73.986626125813 40.7474420951846,-73.9883532055748 40.7474420951846,-73.9892167454557 40.7485752152367)))"
19455,231845,"MULTIPOLYGON(((-73.9892167454557 40.7508413974173,-73.9883532055748 40.7519744595455,-73.986626125813 40.7519744595455,-73.9857625859321 40.7508413974173,-73.986626125813 40.749708315981,-73.9883532055748 40.749708315981,-73.9892167454557 40.7508413974173)))"
19456,231846,"MULTIPOLYGON(((-73.9892167454557 40.7531075023656,-73.9883532055748 40.7542405258774,-73.986626125813 40.7542405258774,-73.9857625859321 40.7531075023656,-73.986626125813 40.7519744595455,-73.9883532055748 40.7519744595455,-73.9892167454557 40.7531075023656)))"
19457,231847,"MULTIPOLYGON(((-73.9892167454557 40.7553735300808,-73.9883532055748 40.7565065149757,-73.986626125813 40.7565065149757,-73.9857625859321 40.7553735300808,-73.986626125813 40.7542405258774,-73.9883532055748 40.7542405258774,-73.9892167454557 40.7553735300808)))"
19458,231848,"MULTIPOLYGON(((-73.9892167454557 40.7576394805619,-73.9883532055748 40.7587724268394,-73.986626125813 40.7587724268394,-73.9857625859321 40.7576394805619,-73.986626125813 40.7565065149757,-73.9883532055748 40.7565065149757,-73.9892167454557 40.7576394805619)))"
19459,231849,"MULTIPOLYGON(((-73.9892167454557 40.7599053538081,-73.9883532055748 40.7610382614678,-73.986626125813 40.7610382614678,-73.9857625859321 40.7599053538081,-73.986626125813 40.7587724268394,-73.9883532055748 40.7587724268394,-73.9892167454557 40.7599053538081)))"
19460,231850,"MULTIPOLYGON(((-73.9892167454557 40.7621711498184,-73.9883532055748 40.7633040188598,-73.986626125813 40.7633040188598,-73.9857625859321 40.7621711498184,-73.986626125813 40.7610382614678,-73.9883532055748 40.7610382614678,-73.9892167454557 40.7621711498184)))"
19461,231851,"MULTIPOLYGON(((-73.9892167454557 40.7644368685919,-73.9883532055748 40.7655696990145,-73.986626125813 40.7655696990145,-73.9857625859321 40.7644368685919,-73.986626125813 40.7633040188598,-73.9883532055748 40.7633040188598,-73.9892167454557 40.7644368685919)))"
19462,231852,"MULTIPOLYGON(((-73.9892167454557 40.7667025101277,-73.9883532055748 40.7678353019311,-73.986626125813 40.7678353019311,-73.9857625859321 40.7667025101277,-73.986626125813 40.7655696990145,-73.9883532055748 40.7655696990145,-73.9892167454557 40.7667025101277)))"
19463,231853,"MULTIPOLYGON(((-73.9892167454557 40.7689680744248,-73.9883532055748 40.7701008276087,-73.986626125813 40.7701008276087,-73.9857625859321 40.7689680744248,-73.986626125813 40.7678353019311,-73.9883532055748 40.7678353019311,-73.9892167454557 40.7689680744248)))"
19464,231854,"MULTIPOLYGON(((-73.9892167454557 40.7712335614825,-73.9883532055748 40.7723662760462,-73.986626125813 40.7723662760462,-73.9857625859321 40.7712335614825,-73.986626125813 40.7701008276087,-73.9883532055748 40.7701008276087,-73.9892167454557 40.7712335614825)))"
